COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
ASPIRIN	4 day	Low	454.35043	8.842338	27.908562	60.065403	20.375887	34.15035	4.879167	134.96759	190.29015	27.15627	6.7245965	0.5403966	17.84701	64.061966	18.852865	25.469955	558.5981	1514.1298	113.705574	180.02078	166.68292	0.23972122	0.096164756	195.36562	55.005646	0.73819786	139.52579	4.738185	109.548706	11.166629	9.152593	5.9683166	3.4004107	1.4154178	1071.2223	248.87325	2624.1487	4.285018
ASPIRIN	4 day	Low	462.7269	8.809949	28.022503	59.954372	20.366926	34.133114	4.9122124	136.22908	190.96916	27.424261	6.744774	0.5416957	17.977005	64.04836	18.832443	25.57511	550.33777	1518.9174	113.48367	180.47107	167.39249	0.23882578	0.09636262	195.31071	54.5247	0.73387253	139.52226	4.733329	109.57142	11.1773615	9.152541	5.971451	3.3860006	1.4059658	1060.6681	247.99608	2636.9363	4.3444214
ASPIRIN	4 day	Low	461.50235	8.879937	28.002502	59.94504	20.368227	34.117943	4.918907	134.54503	191.24211	27.27821	6.708301	0.5372975	17.877895	64.06547	18.8465	25.711582	552.24524	1511.6617	113.78084	178.94826	167.67284	0.2408732	0.09595793	195.45044	55.27665	0.73108083	139.46762	4.7272015	109.58904	11.177316	9.1622505	5.9662166	3.3935385	1.4178331	1063.7224	250.87495	2631.8364	4.3329616
ASPIRIN	4 day	Low	463.61255	8.870723	27.937754	60.061604	20.37676	34.116123	4.9224343	135.40688	190.03522	27.234543	6.7852664	0.5443671	17.929237	64.10332	18.841145	25.566763	552.8377	1521.1134	113.94975	179.02934	167.75905	0.24076186	0.09590249	194.00174	54.629883	0.7344563	139.48549	4.748042	109.48795	11.171838	9.173535	5.9694304	3.3995829	1.4088595	1063.9686	250.73206	2601.7712	4.303274
ASPIRIN	4 day	Low	461.5558	8.833216	28.200697	59.84732	20.389149	34.108543	4.8829327	136.0151	189.48276	27.30938	6.7160683	0.55118465	17.758368	64.14769	18.810816	25.567638	555.23016	1516.2106	114.02708	177.84607	167.80078	0.23862405	0.09649629	195.2272	53.90033	0.7340433	139.48601	4.725619	109.55505	11.166171	9.196642	5.974515	3.39525	1.4049406	1067.771	250.1441	2633.102	4.3503084
ASPIRIN	4 day	Low	460.7809	8.870443	27.934723	60.0343	20.36021	34.159245	4.9058723	135.20146	191.66684	27.108192	6.74057	0.5454547	17.930296	64.009605	18.889624	25.548498	554.7495	1519.7063	113.92082	180.38939	166.73659	0.23886755	0.09585264	196.91956	55.077583	0.7338713	139.53539	4.7302856	109.55811	11.184287	9.221033	5.9693747	3.406304	1.4178232	1067.8147	249.54146	2614.0356	4.289727
ASPIRIN	4 day	Low	463.25845	8.863836	28.030468	59.97622	20.364761	34.115185	4.92641	136.26741	190.7216	27.248468	6.7125793	0.540874	17.904202	64.26757	18.801163	25.64051	554.6932	1517.3755	113.99209	179.03752	167.57018	0.23967561	0.09631017	195.70764	54.798515	0.7345065	139.4617	4.737425	109.6584	11.165071	9.182285	5.989831	3.383335	1.409437	1060.7894	249.92181	2628.4656	4.3228855
ASPIRIN	4 day	Low	464.0335	8.888688	27.872202	60.056973	20.380161	34.139084	4.883823	134.3862	190.61745	27.387854	6.724764	0.54279035	17.848042	64.06664	18.81098	25.630077	554.9623	1512.7024	114.208664	180.30917	167.55295	0.2413806	0.09570954	194.92215	55.134354	0.7397879	139.49994	4.7445173	109.53343	11.183732	9.155733	5.981308	3.3896656	1.4128753	1065.5415	250.43982	2628.0276	4.298663
ASPIRIN	4 day	Low	458.62204	8.878353	28.093245	59.978752	20.383879	34.142982	4.8993454	136.20686	191.73146	27.170351	6.7195015	0.53907526	17.910997	64.09485	18.887196	25.650105	554.5239	1519.3619	113.0668	179.7189	166.96275	0.23931968	0.09639515	195.95168	54.779167	0.72828126	139.504	4.7302127	109.59813	11.150852	9.150829	5.97295	3.3970966	1.4133868	1063.3988	250.00839	2622.9204	4.314982
ASPIRIN	4 day	Low	459.31616	8.795952	28.121506	59.937313	20.366486	34.13525	4.8179064	134.20235	192.70518	27.401558	6.763829	0.54422647	17.842073	63.944782	18.924429	25.500788	552.5196	1523.7413	113.81936	182.01074	166.89815	0.23925968	0.09612171	195.58118	54.56716	0.73569095	139.4996	4.751461	109.400215	11.187587	9.183463	5.9804273	3.3955908	1.4022055	1065.6425	250.02933	2628.3264	4.315205
ASPIRIN	4 day	Low	459.17816	8.891268	28.084974	60.053368	20.35249	34.15062	4.873872	134.86461	191.03447	27.45198	6.732514	0.54173803	17.871378	64.31159	18.750341	25.454731	553.0668	1519.0266	114.10622	181.91103	166.60657	0.23945765	0.09610446	196.67253	54.952732	0.73776144	139.54187	4.739013	109.54182	11.197096	9.165639	5.983299	3.399696	1.4178514	1060.6178	248.89188	2612.6743	4.3034897
ASPIRIN	4 day	Low	461.25638	8.91055	28.004398	59.9843	20.35805	34.13971	4.9186625	136.17162	186.77138	27.263662	6.8021064	0.5425331	18.010216	64.48902	18.810486	25.508362	554.56494	1515.6758	113.66228	179.11958	167.06416	0.24094205	0.09607749	194.5371	55.09613	0.7279256	139.47458	4.7358356	109.43885	11.179524	9.108456	5.965411	3.4027905	1.411099	1069.0243	249.62273	2604.0698	4.326135
ASPIRIN	4 day	Low	463.71783	8.840183	28.052103	59.999573	20.391527	34.11236	4.9060717	135.30959	193.12962	27.184284	6.7033505	0.54648316	17.92731	63.93545	18.872536	25.593328	551.6576	1510.2874	113.582	178.7243	167.85738	0.23941107	0.09611739	195.90724	54.041138	0.74045473	139.50708	4.73203	109.66975	11.186421	9.182457	5.983076	3.388856	1.4066141	1070.7174	250.15068	2639.625	4.320463
ASPIRIN	4 day	Low	461.4441	8.887042	28.058512	60.066456	20.375578	34.144894	4.8803864	134.79895	188.91833	27.173952	6.7572193	0.5392066	18.003487	64.003494	18.790749	25.499954	557.074	1504.5643	113.4198	179.19612	166.44153	0.2389174	0.09662741	194.66418	55.160576	0.74138	139.4753	4.7436433	109.623924	11.1761265	9.148899	5.984709	3.3993583	1.4120406	1064.0695	247.85208	2606.6812	4.3010616
ASPIRIN	4 day	Low	459.45612	8.88451	27.926292	60.05932	20.358507	34.156677	4.88458	135.49158	190.11464	27.191433	6.7561865	0.54534477	18.140965	64.124725	18.799477	25.396492	554.28674	1513.1812	113.77712	178.78299	167.26843	0.24076797	0.09602988	195.2149	55.234703	0.7356496	139.495	4.7560225	109.39962	11.187298	9.144058	5.990168	3.4020944	1.4080033	1063.6516	251.01872	2583.0667	4.3265753
ASPIRIN	4 day	Low	455.6241	8.904955	28.030643	59.98282	20.371868	34.147625	4.8558884	134.85564	191.81422	27.031109	6.7602463	0.53766793	17.896122	64.30572	18.929296	25.681787	560.5879	1513.9375	113.3425	179.95853	167.55423	0.24025585	0.096181795	195.29109	55.27362	0.73006564	139.46338	4.746646	109.60084	11.149307	9.160308	5.9827642	3.38659	1.4136597	1060.4249	249.03369	2615.931	4.3017197
ASPIRIN	4 day	Low	459.58768	8.847442	27.934381	60.112972	20.37073	34.14342	4.9164195	133.90193	189.7794	27.285788	6.714059	0.5433768	17.87013	64.11167	18.85433	25.594313	553.1452	1526.8734	113.75149	178.47212	167.40964	0.24146466	0.095555566	196.10924	54.842598	0.7335555	139.5025	4.7433805	109.50893	11.17539	9.206655	5.9660387	3.3984466	1.4190216	1069.4602	251.91652	2607.64	4.3128586
ASPIRIN	4 day	Low	460.73148	8.846143	27.848696	60.054447	20.384146	34.138462	4.868368	135.96117	191.6886	27.246332	6.711296	0.5438103	17.948454	64.03301	18.903418	25.586363	553.0412	1525.0583	113.41639	180.36096	166.99944	0.24004288	0.09592262	196.21783	54.510612	0.7297961	139.53813	4.728838	109.56463	11.177691	9.197459	5.973439	3.3957007	1.4148608	1072.323	248.33548	2619.6357	4.2996817
ASPIRIN	4 day	Low	462.35895	8.820448	27.824493	59.951504	20.378052	34.144375	4.8843894	134.5011	189.50108	27.24824	6.7652016	0.5396811	18.066433	63.981316	18.880394	25.546394	556.03925	1521.8728	113.90004	181.16054	166.62958	0.24039494	0.09686339	194.53342	54.60481	0.733325	139.50282	4.743004	109.51415	11.164916	9.166878	5.978922	3.3881447	1.4085109	1063.5237	249.7604	2620.2368	4.327906
ASPIRIN	4 day	Low	459.03958	8.908847	27.944653	59.97066	20.346779	34.1796	4.852947	135.48087	192.42497	27.199873	6.724661	0.5435123	17.80813	64.07017	18.814358	25.631397	553.76227	1523.914	113.882835	182.09526	166.77025	0.24003424	0.096383296	195.5345	54.85692	0.7388541	139.54774	4.75224	109.51291	11.189939	9.179633	5.9816093	3.403078	1.4195869	1072.8263	248.90013	2641.424	4.270523
ASPIRIN	4 day	Low	462.36508	8.810135	28.116669	59.997513	20.364168	34.070717	4.864639	133.56029	190.81116	27.31103	6.726425	0.53719085	17.868586	63.884216	18.94059	25.601482	555.18744	1514.5852	113.935936	180.77676	167.79333	0.24180576	0.09665146	194.68335	55.068443	0.7336182	139.44803	4.7333517	109.60573	11.162426	9.123563	5.9743958	3.3829763	1.4165783	1060.4604	249.20638	2620.1191	4.3147593
ASPIRIN	4 day	Low	464.26813	8.796532	28.092651	59.98641	20.39805	34.103577	4.868018	135.01616	190.93256	27.439392	6.684337	0.54061335	17.8277	63.95422	18.850323	25.730906	547.95593	1521.0403	113.46348	181.09262	167.27774	0.23960653	0.09607825	194.32832	54.547585	0.7287446	139.51169	4.728321	109.538704	11.19815	9.161919	5.979615	3.3837888	1.4089236	1062.8197	248.16753	2669.853	4.3227572
ASPIRIN	4 day	Low	459.15375	8.863573	27.880554	59.961437	20.36487	34.12027	4.884075	134.63033	191.08324	27.119902	6.7475367	0.5387529	17.728794	64.09645	18.850386	25.689543	561.4812	1518.001	113.84071	180.06305	168.05077	0.2422158	0.09651703	194.81262	54.76075	0.7359742	139.47112	4.7495275	109.64522	11.170422	9.161145	5.970439	3.391636	1.4182234	1068.6495	250.68422	2612.4797	4.2846866
ASPIRIN	4 day	Low	459.7516	8.873217	28.09195	59.948578	20.365047	34.12487	4.8673215	135.6539	191.76733	27.310577	6.783125	0.5392087	17.914473	64.38206	18.76017	25.702198	551.87854	1513.2388	114.3693	179.444	167.5102	0.23890215	0.09575192	194.75008	54.44553	0.7343918	139.47278	4.7519646	109.53888	11.190095	9.150464	5.9701757	3.3979766	1.4103414	1062.2788	249.88083	2618.002	4.294981
ASPIRIN	4 day	Low	459.33798	8.864381	27.985666	60.091873	20.3809	34.147068	4.899365	134.77498	190.5656	27.252314	6.7480063	0.54011333	17.962587	64.092735	18.859756	25.58691	555.62604	1523.696	113.25513	180.15492	167.5645	0.23986258	0.09576083	195.68173	55.00789	0.7323456	139.49916	4.741395	109.49824	11.162889	9.158671	5.984599	3.3882089	1.4109458	1058.2699	249.00049	2610.4114	4.3172445
ASPIRIN	4 day	Low	460.03104	8.893948	27.908962	60.07772	20.397362	34.134247	4.8862805	135.5977	188.93153	26.954523	6.749847	0.541101	18.029913	64.011925	18.889425	25.456877	555.96576	1506.4673	113.64716	178.55804	166.53885	0.24040696	0.09686573	194.07849	54.9386	0.73477405	139.4876	4.728378	109.56425	11.168852	9.161599	5.988098	3.3970711	1.4164001	1065.0802	249.39915	2611.5266	4.3097334
ASPIRIN	4 day	Low	460.26703	8.857361	28.09744	59.994793	20.3747	34.118637	4.8823175	135.41644	190.65997	27.424686	6.7208486	0.5406168	17.915619	64.492455	18.863132	25.529999	551.3624	1523.7552	113.779755	179.64365	167.34964	0.2391698	0.09647821	195.80649	54.64045	0.73102856	139.50273	4.7482595	109.507576	11.173707	9.145074	5.9793267	3.388204	1.4158547	1056.701	250.33235	2611.8464	4.3189974
ASPIRIN	4 day	Low	460.0915	8.864298	27.960287	60.03695	20.390326	34.12191	4.881426	136.79265	192.10439	27.367874	6.7347355	0.5459469	17.861895	64.09552	18.829641	25.576456	553.5276	1520.8308	113.69785	180.1353	167.67024	0.23916234	0.09552844	195.6073	54.74874	0.7323283	139.47858	4.737775	109.55479	11.187778	9.162181	5.968836	3.390794	1.4051994	1066.6931	246.91832	2642.9707	4.289974
ASPIRIN	4 day	Low	461.7167	8.841331	27.91304	59.996742	20.377531	34.1309	4.902066	135.3738	192.88432	27.188917	6.692168	0.5432668	17.996624	64.08511	18.900724	25.624128	557.23395	1520.7457	113.806984	180.64723	167.13736	0.2405771	0.096055046	195.00249	54.799072	0.7337853	139.49603	4.7418213	109.5891	11.188667	9.165728	5.978725	3.3888128	1.4084221	1073.0917	248.75519	2617.3462	4.2938147
ASPIRIN	4 day	Low	459.92386	8.897303	27.940922	59.986732	20.372282	34.14012	4.8880625	134.9406	189.70409	26.976696	6.7235503	0.5461849	17.88844	64.239044	18.826466	25.591213	559.9575	1518.8068	114.21649	179.40898	168.21475	0.24179044	0.09725092	194.28749	54.39238	0.7360662	139.47455	4.74784	109.578156	11.153321	9.169713	5.9856663	3.3857849	1.4171373	1058.7712	252.05069	2605.3992	4.3070083
ASPIRIN	4 day	Low	460.94363	8.890164	28.115656	60.032246	20.377943	34.116085	4.8648896	134.04843	190.24246	27.063227	6.773215	0.5464598	17.817276	64.13421	18.84668	25.686655	557.4689	1511.2546	114.10536	180.90863	167.37563	0.23933396	0.09655304	194.46161	54.8046	0.7371883	139.51663	4.7308364	109.62457	11.188047	9.215344	5.9757	3.394645	1.4120761	1062.6987	248.43954	2629.3013	4.2723546
ASPIRIN	4 day	Low	461.82053	8.855303	28.03134	60.034805	20.368708	34.138123	4.91233	134.76361	189.89847	27.334728	6.7171645	0.5406885	17.945232	64.07228	18.851309	25.627235	553.5359	1519.0465	113.25742	180.7285	166.52881	0.23960558	0.09663285	195.23534	55.045086	0.73339576	139.51909	4.734422	109.53539	11.167266	9.131333	5.9660997	3.3899999	1.4169288	1065.1	249.11536	2627.0974	4.287036
ASPIRIN	4 day	Low	456.96912	8.907907	27.90177	60.07409	20.39219	34.165718	4.897938	134.50456	190.31232	27.322754	6.719635	0.5439563	17.947723	64.303	18.867077	25.5367	553.2617	1518.647	113.207726	180.36801	166.56543	0.2409128	0.09631501	195.4227	55.18276	0.7324665	139.51068	4.738884	109.510025	11.172351	9.169642	5.9830704	3.3892496	1.4169667	1069.9268	249.28331	2633.4626	4.303611
ASPIRIN	4 day	Low	461.1	8.89505	28.17447	59.95251	20.369026	34.123096	4.870819	136.00264	190.2655	27.168644	6.7766895	0.54204893	18.021023	64.20049	18.9156	25.454811	554.4922	1514.7473	113.104385	180.38754	167.06435	0.23826425	0.09665109	194.8249	54.568214	0.73483557	139.5015	4.7456636	109.617355	11.16435	9.093911	5.9736166	3.3857362	1.405167	1071.5449	246.86795	2632.1182	4.3031983
ASPIRIN	4 day	Low	461.72464	8.850649	28.071491	60.07472	20.369722	34.09251	4.8453827	134.17554	190.51001	27.200684	6.77102	0.5414796	17.80317	63.88112	18.890444	25.556871	552.7734	1520.8303	113.7605	180.29697	167.43001	0.24158274	0.0966248	194.72173	54.778027	0.7316883	139.50708	4.731216	109.55045	11.189028	9.182186	5.9743533	3.391645	1.4118819	1067.56	248.2567	2629.19	4.28512
ASPIRIN	4 day	Low	457.69482	8.795536	27.87347	59.995617	20.378035	34.12219	4.859552	134.4224	190.11105	27.344465	6.7424803	0.5436981	17.866852	63.998783	18.81264	25.532753	554.3637	1520.4779	113.86009	181.43169	167.54106	0.24046941	0.09610448	195.52005	54.243496	0.7327539	139.49603	4.74202	109.515686	11.1763935	9.169304	5.968232	3.38879	1.4121017	1065.4191	249.09335	2632.1338	4.3063703
ASPIRIN	4 day	Low	462.40405	8.836967	28.09832	59.923306	20.380312	34.087906	4.826131	135.30927	191.71182	27.435217	6.772915	0.544386	17.779291	63.936768	18.912354	25.544567	553.6944	1503.698	113.46881	180.8675	168.07538	0.24022579	0.09643731	195.09744	54.79467	0.73571986	139.45741	4.7380657	109.57124	11.205296	9.170207	5.9697328	3.3924284	1.4037834	1067.4146	248.29141	2658.0637	4.2731457
ASPIRIN	4 day	Low	463.39185	8.901202	28.170357	59.94804	20.368391	34.139378	4.9234376	136.0419	192.10298	27.46911	6.738233	0.54182017	17.959095	64.20567	18.790556	25.661388	548.04767	1521.342	113.339714	179.82411	167.39613	0.24061215	0.096446805	196.81923	54.71142	0.73305106	139.51495	4.738415	109.63324	11.164867	9.165888	5.980959	3.378983	1.4096972	1069.9646	248.57715	2650.6802	4.310448
ASPIRIN	4 day	Low	461.2549	8.913971	28.260654	59.961655	20.380241	34.142094	4.85542	134.40251	191.9985	27.159458	6.779286	0.5378971	17.902376	64.1437	18.96627	25.642107	554.04913	1514.4628	113.13678	181.2094	167.92441	0.23840699	0.0958585	194.9726	54.961494	0.73319095	139.46	4.750246	109.60305	11.141507	9.109205	5.989668	3.3874786	1.4089351	1061.9501	248.9638	2627.4587	4.32627
ASPIRIN	4 day	Low	460.8969	8.846706	28.206093	59.98486	20.377983	34.15237	4.866033	135.46585	191.36174	27.358824	6.740212	0.54031914	17.91869	64.24338	18.8241	25.653267	551.74115	1520.1313	113.61481	180.43968	167.45786	0.23911712	0.096259095	195.55524	54.880177	0.73101693	139.5298	4.7438416	109.51906	11.176493	9.143834	5.975397	3.3920643	1.415085	1056.9343	249.52237	2634.1328	4.30101
ASPIRIN	4 day	Low	460.5343	8.935567	28.17876	59.98332	20.372826	34.15934	4.8786955	135.11237	191.1705	27.297634	6.802149	0.5401987	17.982203	64.39786	18.886919	25.493505	553.01483	1523.5725	113.308	179.12685	167.75244	0.23915508	0.096939296	196.28445	54.456573	0.73459315	139.51636	4.7609787	109.56308	11.140701	9.194085	5.9862566	3.3949668	1.4142125	1051.7467	251.0951	2591.611	4.339173
ASPIRIN	4 day	Low	462.021	8.923347	27.99457	60.08708	20.397215	34.154522	4.900732	136.21735	190.19276	27.20092	6.7570686	0.53796405	17.887964	64.1514	18.801655	25.549055	554.628	1508.0375	114.13559	179.7164	167.76677	0.2403343	0.09609933	194.27753	54.939068	0.7361049	139.5018	4.742759	109.546646	11.192283	9.13568	5.982225	3.39413	1.4091781	1059.9988	251.24051	2614.1287	4.2984996
ASPIRIN	4 day	Low	463.35028	8.839551	27.90454	60.025314	20.357168	34.10332	4.869243	134.23724	189.77202	27.473896	6.754723	0.5423369	17.911467	64.10982	18.931776	25.628193	548.674	1519.9957	113.91231	181.36884	167.05481	0.23868552	0.09571468	195.01407	55.031284	0.73270774	139.49069	4.7435136	109.518036	11.179511	9.123307	5.9678044	3.3905149	1.4033558	1073.2281	249.48222	2657.5737	4.2961183
ASPIRIN	4 day	Low	462.7597	8.818722	28.023338	60.099205	20.388847	34.124084	4.921002	133.38498	189.2378	27.267027	6.6763	0.544064	17.902927	63.743324	18.883104	25.523832	554.0147	1514.9026	113.191284	180.54027	166.33388	0.23953718	0.0960272	194.48471	55.202103	0.7412224	139.51254	4.7171664	109.551315	11.169889	9.175174	5.976718	3.3914762	1.4129096	1077.5625	247.7983	2640.8528	4.2882695
ASPIRIN	4 day	Low	462.94708	8.884127	27.995714	59.953365	20.378683	34.128372	4.8614173	135.2355	191.48117	27.150791	6.734541	0.54147476	17.854298	64.09502	18.928755	25.61841	555.57855	1513.2709	113.343994	180.08064	167.8381	0.24064663	0.097463705	195.04485	54.42678	0.7374096	139.46733	4.74253	109.69199	11.173631	9.1584835	5.98022	3.385962	1.4153137	1069.9587	248.87665	2639.298	4.322169
ASPIRIN	4 day	Low	460.0088	8.907672	27.988031	60.078484	20.370165	34.142975	4.866144	134.6015	189.4868	27.113892	6.831023	0.53996444	17.941751	64.222664	18.846664	25.537422	556.0344	1505.6885	114.10712	180.21275	166.60071	0.23989144	0.096658446	193.83261	54.982254	0.7376085	139.4858	4.7539945	109.57104	11.187509	9.133195	5.9769616	3.3983288	1.4122882	1067.0978	247.4284	2608.5476	4.2943554
ASPIRIN	4 day	Low	461.7495	8.8084345	28.091381	59.943005	20.379894	34.10166	4.8708906	134.22931	191.91418	27.312798	6.710663	0.54114604	17.772066	63.891808	18.901001	25.726206	555.93933	1516.1449	113.41926	180.80414	167.86464	0.24073046	0.0966958	194.5165	54.673634	0.7345325	139.45102	4.744756	109.62083	11.163259	9.117141	5.972344	3.3885431	1.4112844	1074.7284	248.96924	2633.9856	4.315696
ASPIRIN	4 day	Low	459.4846	8.810519	28.015333	60.042717	20.386599	34.128597	4.8812985	133.9709	189.94508	27.334312	6.7560277	0.5422167	17.926233	63.913986	18.840631	25.50852	553.89453	1527.1094	113.20567	180.36859	166.97186	0.2396579	0.09619424	194.54628	54.59245	0.73527104	139.52211	4.7401414	109.49949	11.1891	9.121652	5.9757037	3.3942857	1.4042773	1065.9646	247.51341	2622.2666	4.31485
ASPIRIN	4 day	Low	462.96118	8.838937	27.968763	59.97171	20.38206	34.115543	4.8421507	135.07236	190.17908	27.350283	6.756674	0.5407331	17.863352	63.86471	18.938908	25.582052	554.4154	1518.8156	113.49065	180.94736	166.88892	0.24051224	0.096528456	194.4836	54.725727	0.7365908	139.48395	4.7309628	109.572	11.173734	9.179744	5.9675136	3.4000852	1.4083456	1070.2089	249.32622	2635.6333	4.3001127
ASPIRIN	4 day	Low	455.92157	8.855537	28.086864	59.9121	20.353754	34.120564	4.86451	135.24556	189.14908	27.669287	6.7385354	0.5389661	18.04333	64.355705	18.865723	25.530634	554.15234	1514.958	113.98089	181.18367	166.78076	0.23932375	0.09655501	195.50879	54.4903	0.729779	139.51923	4.731697	109.49105	11.179347	9.167598	5.967089	3.3948336	1.411396	1057.5555	250.24883	2611.8308	4.316214
ASPIRIN	4 day	Low	462.18378	8.868192	27.9183	59.940228	20.364079	34.126312	4.887644	136.12318	192.80489	27.36491	6.632501	0.5404807	17.837465	64.09488	18.895952	25.630264	550.5685	1522.3389	113.251915	179.941	167.82579	0.23801787	0.095877364	196.70213	54.66761	0.7378522	139.53386	4.731004	109.65534	11.164403	9.133049	5.9815283	3.3840523	1.4107188	1060.6346	249.20743	2629.841	4.3081236
